Timekeeper ID,Timekeeper Name,Timekeeper Role,Timekeeper Status,Timekeeper Office,Timekeeper Department,Timekeeper Practice Group,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Matter Status,Matter Office,Matter Department,Matter Practice Group,Billing Attorney,Supervising Attorney,Responsible Attorney,Originating Attorney,Budget,Target,Client ID,Client Name,Client Address,Client Status,Client Type,Invoice ID,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Flat Fee Amount,Trust Balance,WIP Amount,AR Amount,Soft Costs,Hard Costs,Phase Code,Task Code,Activity Code,Time Entry Date,Time Entry Hours,Time Entry Description,Profitability Status,Risk Level,Underbilling Flag,Overutilization Flag,Discount Flag
TK0813,Gerald Clay,Partner,Terminated,London,Litigation,Intellectual Property,976,963,MT7716,Hernandez v. Fisher,Criminal Case,Active,California,Real Estate,Family Law,Eric Gray,Mary Gonzales,Veronica Macdonald,Patrick Kirby,454541,274,CL6469,Tyler Cobb,"8765 Fernandez Springs Apt. 858
Lake Nicoleside, AZ 30084",Active,Individual,INV-24722,1/5/2024,72,69336,53,51039,432,763,73.61,26.28,87,83781,963,0,122,12256,6322,1561,2608,Trial,Negotiation,Draft Motion,10/22/2024,10,Draft Motion for Hernandez v. Fisher,Unprofitable,Medium,Yes,No,No
TK4980,Robert Perez,Law Clerk,Terminated,California,Corporate,Intellectual Property,560,476,MT1824,Dorsey v. Lutz,Patent Filing,Active,California,Employment,M&A,Kenneth Johnson,Teresa Martin,Dakota Allen,Crystal Rivera,283473,466,CL5092,Gallegos and Sons,"06395 Zachary Locks Apt. 419
Lawrencemouth, KY 83754",Inactive,Corporation,INV-24742,9/1/2023,180,85680,166,79016,171,950,92.22,38.63,182,86632,476,43336,2729,4915,8240,2212,7429,Discovery,Research,Draft Motion,11/24/2024,9,Draft Motion for Dorsey v. Lutz,Unprofitable,Low,No,No,No
TK5449,Jenna Bryant,Associate,Terminated,London,Litigation,Commercial Litigation,460,299,MT2826,Carpenter v. Duncan,Divorce,Closed,Sydney,Litigation,Intellectual Property,Mario Morales,John Williams,Roberta Martin,Michelle Wright,253160,209,CL2901,Ryan Bean,"1141 Sawyer Circle Apt. 816
Salasshire, IN 24451",Active,Government,INV-32581,5/29/2024,59,17641,55,16445,903,25,93.22,28.23,73,21827,299,41728,5592,7297,3249,2708,5456,Document Review,Drafting,Research Case Law,5/29/2024,8,Research Case Law for Carpenter v. Duncan,Profitable,Low,No,Yes,No
TK1714,Christina Zamora,Partner,Terminated,California,Corporate,Intellectual Property,256,125,MT7955,Underwood v. Jackson,Patent Filing,Closed,London,Real Estate,Commercial Litigation,Kevin Short,Elizabeth White,Devin Reed,Leah Crosby,403313,493,CL3374,Gray LLC,"USS Atkins
FPO AA 86071",Inactive,Government,INV-07574,5/1/2023,49,6125,34,4250,144,554,69.39,9.94,69,8625,125,38889,6633,19824,9746,1061,4912,Discovery,Filing,Client Meeting,4/7/2024,5,Client Meeting for Underwood v. Jackson,Profitable,High,Yes,Yes,No
TK4600,Cynthia Rasmussen,Of Counsel,Active,Sydney,Litigation,Criminal Defense,755,659,MT1089,Baldwin v. Vargas,Divorce,Active,Toronto,Litigation,M&A,Suzanne George,Samantha Garcia,Jennifer Price,Andre Griffin,329751,226,CL3774,Durham-Brandt,"233 Frye Park Suite 061
South Christine, ME 64060",Active,Corporation,INV-83649,8/4/2023,37,24383,18,11862,1986,717,48.65,16.37,52,34268,659,31893,7901,7144,2131,3730,5971,Settlement,Research,Research Case Law,1/21/2025,2,Research Case Law for Baldwin v. Vargas,Profitable,Low,No,Yes,No
TK8250,Edwin Young,Partner,Active,Sydney,Real Estate,Family Law,1252,1064,MT6076,Robertson v. Andrews,Divorce,Active,California,Employment,Commercial Litigation,Derek Nguyen,Juan Baker,Cindy Butler,Christopher Mcdonald,252764,304,CL5490,"Anderson, Baker and Jackson","18109 Christopher Streets
South Jennybury, NJ 05588",Active,Nonprofit,INV-01843,7/18/2024,26,27664,12,12768,1974,805,46.15,8.55,27,28728,1064,22880,6321,8853,6365,181,7102,Settlement,Research,Draft Motion,12/7/2024,5,Draft Motion for Robertson v. Andrews,Profitable,Medium,Yes,Yes,No
TK6648,Kenneth Olson,Law Clerk,Active,London,Real Estate,Commercial Litigation,1103,1049,MT9747,Montgomery v. Morris,Litigation,Active,California,Real Estate,Commercial Litigation,Matthew Davidson,Maria Zavala,Elizabeth Allen,Christian Marquez,180385,199,CL3575,Lucas and Sons,"468 Kristine Orchard Apt. 968
East Jason, OR 62459",Active,Government,INV-70897,2/28/2025,102,106998,89,93361,1177,848,87.25,51.26,103,108047,1049,0,6966,14948,7863,1133,6683,Trial,Filing,Court Appearance,7/28/2024,2,Court Appearance for Montgomery v. Morris,Unprofitable,Medium,No,Yes,No
TK8932,Matthew Bolton,Associate,Active,California,Corporate,Intellectual Property,965,768,MT4712,Scott v. Russo,Patent Filing,Active,California,Litigation,Family Law,Samantha Davis,Dr. David Frazier,Vincent Jennings,Vickie Allen,460044,468,CL5321,Brian Riggs,"2391 Morrison Trail
North Joseph, PW 38949",Active,Government,INV-11373,8/21/2023,197,151296,187,143616,163,904,94.92,42.09,204,156672,768,7715,9118,3696,8093,34,9723,Appeal,Drafting,Document Review,3/11/2025,6,Document Review for Scott v. Russo,Unprofitable,Low,Yes,No,Yes
TK2713,Claire Le,Of Counsel,Terminated,Toronto,Employment,M&A,668,624,MT2753,Williams v. Preston,Criminal Case,Closed,Sydney,Corporate,Commercial Litigation,Kyle Heath,Jamie Sanders,Sarah Sloan,Steven Daniels,391105,129,CL4350,Howard-Willis,"543 Tasha Key
Duncanburgh, NM 89073",Active,Government,INV-33388,8/19/2023,30,18720,24,14976,1021,989,80,23.26,50,31200,624,11491,5740,15174,3973,2096,7071,Discovery,Filing,Document Review,7/30/2024,5,Document Review for Williams v. Preston,Profitable,Low,Yes,Yes,Yes
TK4101,Charles Gray,Partner,Active,London,Corporate,Commercial Litigation,980,974,MT3226,Pearson v. Jordan,Divorce,Closed,Toronto,Litigation,Criminal Defense,David Jenkins,Joshua Lopez,Peter Garcia,David Williams,489081,208,CL7857,"Spencer, Sloan and Skinner","17033 Owens Estates Apt. 577
Davidhaven, SC 54911",Active,Corporation,INV-88059,5/30/2024,83,80842,75,73050,1821,142,90.36,39.9,94,91556,974,36590,7594,13854,5083,961,2233,Trial,Filing,Court Appearance,7/4/2024,3,Court Appearance for Pearson v. Jordan,Unprofitable,High,Yes,Yes,No
TK8653,Tammie Mann,Associate,Active,New York,Litigation,M&A,261,169,MT3476,Adkins v. Ortega,Litigation,Active,New York,Tax,M&A,Vanessa Wright,Joshua Greene,Aaron Robbins,Barbara Curtis,257837,124,CL2680,Jennifer Hines,"7630 Kenneth Greens
Lake Jeffrey, CT 88531",Inactive,Nonprofit,INV-21194,12/8/2024,134,22646,120,20280,10,946,89.55,108.06,140,23660,169,39568,9230,7158,6723,4915,791,Trial,Negotiation,Draft Motion,8/27/2024,2,Draft Motion for Adkins v. Ortega,Profitable,Medium,No,No,Yes
TK7880,Jennifer English,Partner,Active,London,Corporate,Intellectual Property,316,219,MT3439,Mathis v. Zimmerman,Litigation,Closed,New York,Corporate,Criminal Defense,Justin Flores,Erin Mueller,Logan Hernandez,Christina Nichols,350780,217,CL4233,Summers Ltd,"846 Jamie Trace
Port Ashley, CA 27350",Inactive,Nonprofit,INV-42592,11/30/2023,135,29565,127,27813,287,16,94.07,62.21,143,31317,219,0,6614,16213,6015,2319,7309,Discovery,Deposition,Document Review,7/19/2024,6,Document Review for Mathis v. Zimmerman,Unprofitable,Medium,No,No,Yes
TK2058,Maria Grant,Associate,Active,Sydney,Litigation,Commercial Litigation,926,887,MT8073,Carpenter v. Zimmerman,Divorce,Active,California,Corporate,M&A,Michelle Carroll,Philip Robertson,Gary Chavez,Samantha Perez,221750,232,CL1423,Hernandez Inc,"222 Chad Junctions Suite 228
North William, WA 24614",Active,Corporation,INV-84333,6/29/2023,37,32819,21,18627,1136,307,56.76,15.95,49,43463,887,0,4588,4918,4060,4391,925,Discovery,Filing,Court Appearance,2/2/2025,3,Court Appearance for Carpenter v. Zimmerman,Unprofitable,Low,Yes,Yes,No
TK1185,Scott Smith,Of Counsel,Active,California,Corporate,Family Law,1203,1197,MT9668,Hendricks v. Sosa,Divorce,Closed,Toronto,Tax,Commercial Litigation,Julie Hull,Joshua Ramirez,Sara Hanson,James Ritter,53221,327,CL7158,Matthew Colon,"808 Robert Mountains
Markport, AZ 58482",Inactive,Corporation,INV-92238,4/3/2024,117,140049,104,124488,161,475,88.89,35.78,117,140049,1197,0,4367,31,1541,453,1177,Appeal,Deposition,Research Case Law,10/20/2024,3,Research Case Law for Hendricks v. Sosa,Profitable,Low,No,Yes,Yes
TK7666,Elizabeth Vazquez,Associate,Terminated,Toronto,Employment,Family Law,499,480,MT5064,Davis v. Long,Litigation,Active,Sydney,Corporate,Criminal Defense,Jason Park,Tammy Parker,Thomas Curry,Mrs. Dana Campbell,267616,178,CL4250,Young-Adams,"311 Liu Well Apt. 921
Barbaramouth, IA 90410",Inactive,Government,INV-18947,1/8/2025,63,30240,49,23520,947,138,77.78,35.39,80,38400,480,19931,9221,17303,5659,4236,9032,Trial,Deposition,Research Case Law,5/4/2024,4,Research Case Law for Davis v. Long,Profitable,High,No,No,Yes
TK1001,Philip Williamson,Of Counsel,Active,London,Tax,Family Law,1405,1221,MT7352,Mcgee v. Byrd,Litigation,Closed,California,Corporate,Criminal Defense,John Marquez,Curtis Cox,Cynthia Kim,Tamara Fuentes,125506,439,CL2976,Gallegos Inc,"28684 Price Branch Apt. 468
Richardview, NJ 90482",Inactive,Nonprofit,INV-06321,11/3/2023,59,72039,41,50061,1408,432,69.49,13.44,64,78144,1221,17457,6034,4932,449,1932,8846,Appeal,Research,Document Review,10/16/2024,7,Document Review for Mcgee v. Byrd,Unprofitable,Low,No,Yes,Yes
TK2579,Jerry Collins,Associate,Terminated,California,Corporate,M&A,404,275,MT1970,Davis v. Walker,Patent Filing,Closed,London,Employment,Commercial Litigation,Jeffery Marshall,Kelly Smith,Brian Woods,Mrs. Sharon Graham MD,186676,340,CL2618,Donald Taylor,"819 Nguyen Ridge
East Mary, SD 60099",Active,Individual,INV-50704,10/5/2023,79,21725,64,17600,1007,107,81.01,23.24,85,23375,275,10982,9496,18596,3291,561,1343,Settlement,Research,Client Meeting,8/23/2024,9,Client Meeting for Davis v. Walker,Profitable,High,No,Yes,No
TK0663,Michael Brown,Partner,Active,New York,Litigation,Commercial Litigation,1315,1263,MT1500,Adams v. Mclaughlin,M&A,Active,New York,Litigation,Family Law,Christine Brown,Charlene Perkins,Michael Sexton,Alexis Davis,210614,345,CL9051,"Juarez, Zimmerman and Foster","60367 Anderson Walks Suite 201
Cooperburgh, OK 31418",Inactive,Nonprofit,INV-43474,2/3/2025,132,166716,120,151560,1599,755,90.91,38.26,151,190713,1263,14398,2562,12452,4068,148,8395,Trial,Research,Document Review,7/22/2024,3,Document Review for Adams v. Mclaughlin,Profitable,Low,Yes,No,No
TK8786,Michael Hernandez,Law Clerk,Terminated,Sydney,Real Estate,M&A,202,140,MT9285,Coleman v. Carter,Divorce,Active,New York,Employment,Criminal Defense,Candace Jones,Whitney Herring,Anna Shaffer,Carlos White,137423,466,CL3680,Thompson Group,"0177 Lawson Gardens Suite 294
New Angelaton, PW 66765",Inactive,Nonprofit,INV-08541,9/8/2024,58,8120,41,5740,1557,928,70.69,12.45,72,10080,140,0,7453,19585,1871,3150,6969,Discovery,Filing,Draft Motion,4/11/2024,1,Draft Motion for Coleman v. Carter,Profitable,Medium,Yes,Yes,Yes
TK2737,Thomas Perez,Of Counsel,Terminated,Toronto,Employment,Family Law,809,728,MT4290,Juarez v. Harvey,Criminal Case,Active,California,Employment,Family Law,Stephen Lopez,Justin Pugh,Christopher Sellers,James Acosta,203978,475,CL0561,"George, Wright and Daniels","146 Scott Trafficway Suite 227
Justinberg, NE 66301",Active,Individual,INV-50708,9/11/2023,157,114296,138,100464,1413,670,87.9,33.05,167,121576,728,20612,5343,8529,1772,804,7348,Appeal,Drafting,Court Appearance,3/1/2025,8,Court Appearance for Juarez v. Harvey,Unprofitable,High,Yes,Yes,No
TK6388,Steven Rangel,Law Clerk,Active,London,Tax,Intellectual Property,427,265,MT7557,Perry v. Parker,M&A,Closed,New York,Employment,Criminal Defense,Benjamin Thompson,Robert Morse,Sean Graves,Amanda Thomas,192725,107,CL5425,Knight-Collins,"724 Goodman Heights
North Davidborough, AR 52743",Active,Government,INV-98451,3/15/2024,43,11395,30,7950,919,846,69.77,40.19,52,13780,265,11293,4677,13886,1716,1782,9074,Appeal,Filing,Document Review,10/6/2024,9,Document Review for Perry v. Parker,Unprofitable,Low,No,No,No
TK4697,James Price,Partner,Terminated,California,Employment,Commercial Litigation,526,501,MT8018,Miller v. Webster,Patent Filing,Active,London,Real Estate,Commercial Litigation,Julie Meyers,Christine White,Maria Banks,Melissa Briggs,149141,171,CL6649,Murillo-Schroeder,"PSC 8106, Box 6985
APO AP 13566",Active,Government,INV-37354,2/8/2024,141,70641,138,69138,1267,176,97.87,82.46,150,75150,501,0,4861,16301,9157,3330,9233,Document Review,Drafting,Research Case Law,2/18/2025,5,Research Case Law for Miller v. Webster,Profitable,Medium,No,Yes,No
TK9025,James Lewis,Of Counsel,Terminated,California,Corporate,Criminal Defense,399,225,MT5987,Rogers v. Ramirez,Litigation,Closed,Sydney,Employment,M&A,Scott Livingston,Joshua Watkins,Christopher Thompson,Michael Thomas,314252,371,CL3342,Hanson and Sons,"5787 Rush Orchard
Port Deniseton, IN 63861",Inactive,Nonprofit,INV-78433,10/3/2024,135,30375,128,28800,1877,678,94.81,36.39,145,32625,225,0,1426,14461,1889,460,5392,Settlement,Drafting,Client Meeting,9/28/2024,4,Client Meeting for Rogers v. Ramirez,Unprofitable,High,No,No,No
TK2933,Dennis Perez,Partner,Active,California,Employment,Commercial Litigation,1473,1372,MT3034,Hamilton v. Cobb,M&A,Active,New York,Tax,Family Law,Sarah Baldwin,Dustin Brown,Nicholas Douglas,Blake Turner,444699,352,CL5219,"Hall, Osborne and Gilbert","4818 Becky Stream
Port Malikshire, SD 53395",Inactive,Corporation,INV-96576,11/22/2023,114,156408,106,145432,288,274,92.98,32.39,124,170128,1372,7278,2281,5681,6234,392,5220,Settlement,Research,Research Case Law,9/1/2024,10,Research Case Law for Hamilton v. Cobb,Profitable,High,No,No,No
TK3379,Richard Moore,Law Clerk,Terminated,California,Tax,Intellectual Property,1362,1335,MT8966,Krueger v. Jacobson,Criminal Case,Active,California,Corporate,Commercial Litigation,Denise Walters,Rachel Thompson,Brian Glass,John Roberts,369044,266,CL7670,"Jimenez, Whitaker and Santos","Unit 9343 Box 9959
DPO AP 94447",Inactive,Corporation,INV-67186,1/22/2024,156,208260,145,193575,40,357,92.95,58.65,160,213600,1335,47486,1147,2922,7410,3219,4897,Trial,Research,Research Case Law,1/2/2025,8,Research Case Law for Krueger v. Jacobson,Profitable,High,Yes,Yes,Yes
TK1775,Matthew Weaver,Law Clerk,Terminated,Sydney,Real Estate,M&A,873,862,MT0291,Miranda v. Adams,Litigation,Active,California,Litigation,Intellectual Property,Michael Kaufman,Nicole Singh,Tyler Case,Dawn Kelley,349033,312,CL0218,Chad Gonzales,"932 Harris Terrace
Orrview, NH 60818",Active,Individual,INV-97634,9/25/2023,37,31894,20,17240,1930,683,54.05,11.86,45,38790,862,15535,5025,2890,4368,710,8652,Appeal,Research,Draft Motion,3/4/2025,9,Draft Motion for Miranda v. Adams,Unprofitable,High,Yes,Yes,No
TK2663,Joseph Jones,Of Counsel,Terminated,Toronto,Corporate,Intellectual Property,670,664,MT6022,Schultz v. Thomas,Divorce,Active,New York,Real Estate,M&A,John Patton,John Perry,Calvin Phillips Jr.,Alisha Jimenez,257189,428,CL0198,Cox-Mendez,"8229 Gonzales Center Suite 387
Jasontown, FM 06296",Active,Corporation,INV-74114,12/20/2024,26,17264,9,5976,1063,859,34.62,6.07,31,20584,664,0,682,15192,7430,2850,8308,Trial,Drafting,Court Appearance,12/18/2024,3,Court Appearance for Schultz v. Thomas,Unprofitable,Medium,No,Yes,Yes
TK0931,Katrina Spencer,Paralegal,Active,New York,Real Estate,Criminal Defense,578,549,MT5483,Scott v. Walters,M&A,Active,London,Tax,M&A,Robert Smith,Tyler Thomas,Dylan Stevens,Michael Boyd,411501,222,CL6079,Christopher Jackson,"52515 Brown Parks
Rachaelton, NJ 09491",Active,Nonprofit,INV-43938,7/11/2023,81,44469,72,39528,1421,102,88.89,36.49,97,53253,549,0,3070,484,2236,2413,1260,Settlement,Filing,Draft Motion,11/11/2024,10,Draft Motion for Scott v. Walters,Profitable,Low,Yes,Yes,Yes
TK8918,Denise Wood,Partner,Terminated,New York,Corporate,Commercial Litigation,477,334,MT6782,Jordan v. Lewis,Patent Filing,Closed,California,Litigation,Intellectual Property,James Jacobs,Victor Snow,Isabella Ruiz,Calvin Cabrera,110753,124,CL7876,Robinson and Sons,"452 Washington Island Suite 215
Scottberg, NE 82525",Active,Individual,INV-39552,6/3/2024,106,35404,105,35070,1073,884,99.06,85.48,120,40080,334,43170,315,10996,4484,4433,5992,Trial,Filing,Document Review,12/28/2024,9,Document Review for Jordan v. Lewis,Unprofitable,High,Yes,Yes,Yes
TK5363,Ashley Alvarez,Paralegal,Active,New York,Real Estate,Family Law,1191,1109,MT4590,Vaughan v. Williams,Patent Filing,Closed,London,Real Estate,Criminal Defense,Tristan Lewis,Terry Davis,Sheila Grant,Jeffrey Rivera,233723,235,CL0753,Roberts and Sons,"0346 Melissa Highway
South Timothyburgh, TN 10661",Active,Individual,INV-60759,9/23/2023,41,45469,22,24398,1595,541,53.66,17.45,46,51014,1109,0,4053,1818,259,2216,4548,Trial,Filing,Research Case Law,3/17/2025,8,Research Case Law for Vaughan v. Williams,Unprofitable,Medium,Yes,No,No
TK4393,Whitney Welch,Law Clerk,Active,Sydney,Litigation,M&A,718,695,MT9960,Evans v. Brown,Patent Filing,Active,Toronto,Corporate,Family Law,Jennifer Oconnor,Andrea Thomas,Jennifer Lee,Carol Adams,363019,447,CL4036,Samantha Gardner,"8959 Lori Valleys
Rodgersmouth, GA 40724",Inactive,Government,INV-70842,4/1/2023,116,80620,99,68805,573,356,85.34,25.95,123,85485,695,0,5864,545,4102,3838,117,Appeal,Negotiation,Document Review,3/27/2024,4,Document Review for Evans v. Brown,Profitable,Medium,No,No,No
TK6054,Matthew Chaney,Of Counsel,Terminated,London,Litigation,Intellectual Property,1102,1059,MT9857,Horton v. Foster,Litigation,Closed,New York,Tax,Commercial Litigation,Justin Ward,William Bennett,Heather Hicks,Linda Castaneda,106154,351,CL6220,Hill Ltd,"74427 Young Run Apt. 219
West Wendy, CA 87298",Inactive,Nonprofit,INV-05554,6/2/2024,136,144024,123,130257,545,221,90.44,38.75,143,151437,1059,0,3590,9547,1479,416,8174,Settlement,Drafting,Client Meeting,8/5/2024,8,Client Meeting for Horton v. Foster,Unprofitable,Medium,Yes,No,Yes
TK0395,Corey Reyes,Law Clerk,Terminated,London,Real Estate,Commercial Litigation,1268,1256,MT6203,Ross v. Atkins,Litigation,Closed,Toronto,Employment,Criminal Defense,Crystal Manning,Kelly Stokes,Felicia Murray,Crystal Hendricks,265667,388,CL8547,Dr. Sara Rich PhD,"16152 King Turnpike
Tarachester, GU 00579",Inactive,Government,INV-90434,3/7/2024,189,237384,189,237384,693,191,100,48.71,200,251200,1256,0,4934,2855,7703,1235,5156,Settlement,Filing,Client Meeting,10/9/2024,3,Client Meeting for Ross v. Atkins,Unprofitable,High,Yes,No,No
TK3647,Terri Ramirez,Partner,Terminated,California,Tax,M&A,565,367,MT7979,Walter v. Powers,Divorce,Active,Sydney,Litigation,M&A,Denise Cunningham,Ryan Snow,Angela Hughes,Cameron Gray,282607,407,CL4608,Jones-Fitzgerald,"11256 Mitchell Valley
Olsonbury, CT 35762",Inactive,Individual,INV-44623,3/3/2024,160,58720,153,56151,615,178,95.62,39.31,175,64225,367,0,7617,9731,8199,2146,6523,Settlement,Research,Client Meeting,9/19/2024,1,Client Meeting for Walter v. Powers,Profitable,Medium,No,Yes,Yes
TK9330,Vanessa Dyer,Law Clerk,Terminated,London,Real Estate,Family Law,353,220,MT2228,Ross v. White,Litigation,Closed,New York,Employment,Intellectual Property,Joshua Anderson,Kimberly Hall,Lisa Ramirez,Joshua West,190203,142,CL5792,"Williams, Cooper and Daniels","67588 Laurie Lakes
East Jonathonside, OK 56272",Active,Corporation,INV-98636,8/13/2023,174,38280,164,36080,1555,522,94.25,122.54,178,39160,220,0,9824,17965,8952,3257,9077,Document Review,Drafting,Document Review,8/2/2024,5,Document Review for Ross v. White,Unprofitable,Medium,No,No,No
TK4067,Erica Stanley,Partner,Active,Toronto,Employment,Criminal Defense,466,356,MT7110,Holloway v. Shepherd,M&A,Active,Toronto,Tax,Family Law,Seth Jefferson,Ashley Holder,Haley Ruiz,Robyn Brown,260985,412,CL5764,Chapman-Macias,"516 Christine Key Suite 199
South Tony, MP 89902",Active,Corporation,INV-98642,10/17/2024,101,35956,89,31684,1214,114,88.12,24.51,113,40228,356,0,9646,70,4644,3772,1555,Settlement,Research,Document Review,12/7/2024,9,Document Review for Holloway v. Shepherd,Unprofitable,Medium,Yes,No,No
TK8559,Mary Brown,Paralegal,Terminated,Toronto,Litigation,Criminal Defense,757,597,MT8258,Baldwin v. Sutton,M&A,Active,Sydney,Employment,Criminal Defense,Robert Bennett,Amber Scott,Angela Hansen,Nicholas Long,104183,249,CL4948,Proctor-Lewis,"59997 May Fall
Foxport, WA 12575",Inactive,Government,INV-77758,10/23/2024,138,82386,132,78804,638,717,95.65,55.42,152,90744,597,0,5158,6549,987,4792,8913,Settlement,Research,Document Review,5/18/2024,4,Document Review for Baldwin v. Sutton,Unprofitable,Low,Yes,Yes,No
TK8980,Catherine Hall,Associate,Terminated,California,Litigation,Family Law,374,362,MT6963,Adams v. Nguyen,Patent Filing,Active,Toronto,Litigation,M&A,Natalie Mendez,Lindsay Navarro,Brenda Morris,Richard Escobar,303928,102,CL8370,"Spears, Cardenas and Ramsey","4510 Hardin Dale
North Bonnie, SC 47529",Inactive,Government,INV-78522,4/27/2023,105,38010,94,34028,408,501,89.52,102.94,107,38734,362,0,8383,5805,1200,2314,7449,Appeal,Filing,Document Review,3/23/2024,9,Document Review for Adams v. Nguyen,Profitable,Medium,No,No,Yes
TK8329,Larry Gutierrez,Of Counsel,Active,California,Real Estate,Family Law,1451,1407,MT6207,Landry v. Young,Patent Filing,Closed,New York,Corporate,Intellectual Property,Maria Griffin,Kimberly Miller,Mary Moore,Courtney Castillo,450332,291,CL2222,Ryan PLC,"1945 Melton Forks Suite 836
North Sheila, HI 10551",Inactive,Government,INV-26558,4/1/2024,70,98490,67,94269,900,36,95.71,24.05,72,101304,1407,0,4381,317,5135,2749,9184,Settlement,Drafting,Client Meeting,1/30/2025,8,Client Meeting for Landry v. Young,Unprofitable,High,No,No,Yes
TK5526,Rose Heath,Associate,Active,Sydney,Real Estate,Criminal Defense,1401,1214,MT2191,Anderson v. Mann,M&A,Active,California,Real Estate,Family Law,Kimberly Walker,Jessica Brown,Donna Gordon,Christopher Gibson,453372,366,CL2345,Kathryn Lee,"46680 Alexander Point Apt. 380
Anthonyton, TX 51911",Active,Individual,INV-06989,5/19/2024,62,75268,54,65556,1094,993,87.1,16.94,81,98334,1214,0,4760,8277,7250,3879,2654,Document Review,Drafting,Research Case Law,4/21/2024,10,Research Case Law for Anderson v. Mann,Profitable,Low,No,No,No
TK0473,Rebecca Willis,Of Counsel,Terminated,London,Tax,Criminal Defense,201,65,MT8497,Moore v. Santos,Patent Filing,Closed,California,Corporate,Intellectual Property,James Reyes,Chad Ball,Cheyenne Stephens,Madison Jimenez,221070,455,CL5835,Sims-Phillips,"PSC 0551, Box 0238
APO AP 99149",Active,Corporation,INV-13616,9/2/2024,180,11700,167,10855,268,546,92.78,39.56,181,11765,65,15691,4206,4934,3797,3706,5731,Discovery,Drafting,Draft Motion,11/5/2024,4,Draft Motion for Moore v. Santos,Profitable,Medium,No,Yes,No
TK8768,Martin Lozano,Associate,Active,Sydney,Real Estate,Intellectual Property,656,524,MT3420,Brooks v. Johnson,M&A,Active,Sydney,Tax,Criminal Defense,Jeffrey West,Andrew Harrington,David Hunter,Jennifer Todd,55426,238,CL2103,Montes-Burgess,"529 Sanchez Ville
Port Paul, TX 69842",Inactive,Government,INV-57795,3/29/2023,66,34584,60,31440,1578,949,90.91,27.73,83,43492,524,0,2718,2611,1785,2322,578,Document Review,Research,Document Review,10/1/2024,10,Document Review for Brooks v. Johnson,Profitable,Low,Yes,Yes,Yes
TK1808,Mark Thompson,Of Counsel,Terminated,Toronto,Corporate,Commercial Litigation,1046,1008,MT2077,Flynn v. Jennings,Criminal Case,Active,Toronto,Employment,Commercial Litigation,William Watkins,Steven Schaefer,Cole Sawyer,William Clark,133840,493,CL2739,Mathews-Franklin,"Unit 1199 Box 0504
DPO AA 16656",Inactive,Corporation,INV-59714,2/7/2024,71,71568,71,71568,837,651,100,14.4,83,83664,1008,48976,1678,17644,9461,1564,2147,Discovery,Drafting,Client Meeting,12/16/2024,4,Client Meeting for Flynn v. Jennings,Unprofitable,High,No,No,Yes
TK8792,Willie Martin,Paralegal,Active,Sydney,Corporate,Intellectual Property,322,203,MT7712,Garcia v. Scott,Criminal Case,Closed,Toronto,Real Estate,Intellectual Property,Erin Tucker,Christopher Williams,Kevin Jones,Catherine Montes,188289,334,CL8811,Malik Adams,"259 Weiss Pike Suite 127
Hayston, MN 83918",Inactive,Government,INV-02245,3/21/2023,183,37149,181,36743,929,863,98.91,54.79,194,39382,203,0,3765,11250,1858,2660,6418,Trial,Drafting,Client Meeting,2/5/2025,5,Client Meeting for Garcia v. Scott,Unprofitable,High,Yes,No,No
TK5146,Douglas Williams,Of Counsel,Active,New York,Tax,M&A,1222,1135,MT5706,Jones v. Clark,Patent Filing,Active,Sydney,Employment,Commercial Litigation,Richard Wright,Denise Patrick,Emma James,Stephen Fleming,213286,369,CL3431,Olsen-Macdonald,"PSC 9573, Box 6514
APO AE 96446",Active,Government,INV-82252,9/26/2023,71,80585,70,79450,1090,148,98.59,19.24,76,86260,1135,0,8082,8423,9639,1109,2124,Settlement,Drafting,Document Review,7/31/2024,9,Document Review for Jones v. Clark,Unprofitable,Medium,No,No,No
TK1894,Stephanie Green,Of Counsel,Terminated,California,Corporate,Family Law,1465,1384,MT0606,Stone v. Browning,Patent Filing,Closed,Toronto,Real Estate,Commercial Litigation,Rebecca Walls,Lisa Mcguire,Courtney Hansen,Alyssa Taylor,440602,372,CL9080,Randy Bell,"6765 Hill Plaza Apt. 385
West Jasmineville, TN 46269",Inactive,Individual,INV-76929,9/23/2024,124,171616,106,146704,93,185,85.48,33.33,131,181304,1384,36251,3614,15908,5052,2356,6769,Discovery,Drafting,Client Meeting,3/23/2024,1,Client Meeting for Stone v. Browning,Profitable,High,No,No,Yes
TK4430,Daniel Cox,Partner,Terminated,London,Litigation,Criminal Defense,687,667,MT8818,Lynch v. Lopez,Patent Filing,Closed,Toronto,Corporate,Intellectual Property,Katie Armstrong,James Christian,Jacqueline Moore,Ashley Garcia,365186,388,CL5127,Kenneth Morse,"74487 Frances Island
Gonzalezmouth, AL 91696",Inactive,Individual,INV-71716,7/10/2024,160,106720,150,100050,905,782,93.75,41.24,163,108721,667,40617,6557,8849,2051,2295,6236,Discovery,Deposition,Research Case Law,7/11/2024,9,Research Case Law for Lynch v. Lopez,Profitable,High,No,No,Yes
