Timekeeper ID,Timekeeper Name,Timekeeper Role,Standard Rate,Work Rate,Matter ID,Matter Name,Matter Type,Client ID,Client Name,Invoice Date,Billed Hours,Billed Amount,Collected Hours,Collected Amount,Write Off Amount,Discount Amount,Realization Rate,Utilization Rate,Worked Hours,Worked Amount,Effective Rate,Time Entry Date,Time Entry Hours,Time Entry Description,Underbilling Flag,Discount Flag
TK8861,Priscilla Lee,Paralegal,301,171,MT7569,Sawyer v. Lutz,Criminal Case,CL8627,Charles Martinez,12/9/2024,26,4446,25,4275,826,799,96.15,23.21,29,4959,171,3/18/2025,4,Research Case Law for Sawyer v. Lutz,Yes,No
TK3711,Sara Thomas,Associate,620,604,MT4202,Taylor v. Dean,M&A,CL3491,"Craig, Atkinson and Schultz",1/21/2025,154,93016,142,85768,985,312,92.21,33.62,173,104492,604,1/4/2025,7,Client Meeting for Taylor v. Dean,Yes,Yes
TK7036,Samuel Barry,Paralegal,232,217,MT1853,Davis v. Bennett,M&A,CL8183,Chapman-Clark,4/20/2023,115,24955,97,21049,627,49,84.35,23,127,27559,217,12/13/2024,3,Client Meeting for Davis v. Bennett,No,No
TK2877,Matthew Reid,Paralegal,810,722,MT7998,Wallace v. Brewer,Criminal Case,CL3872,Parker Ltd,8/16/2024,41,29602,29,20938,1173,165,70.73,16.6,53,38266,722,10/5/2024,4,Draft Motion for Wallace v. Brewer,Yes,Yes
TK1851,Charles Martin,Paralegal,1406,1317,MT2446,Barnes v. Williams,Litigation,CL5014,Morgan PLC,7/3/2023,83,109311,76,100092,1957,657,91.57,79.81,101,133017,1317,6/10/2024,10,Document Review for Barnes v. Williams,Yes,No
TK1439,Brian Rogers,Law Clerk,760,729,MT0697,Morales v. Martin,Criminal Case,CL2938,Smith-Robinson,4/7/2024,96,69984,85,61965,953,347,88.54,45.07,103,75087,729,8/8/2024,1,Document Review for Morales v. Martin,No,Yes
TK7544,Sarah Davis,Of Counsel,1244,1059,MT6409,Kaufman v. Ramos,Litigation,CL9432,Tucker-Cochran,11/27/2023,142,150378,124,131316,1826,866,87.32,32.87,152,160968,1059,12/6/2024,2,Document Review for Kaufman v. Ramos,No,Yes
TK8894,Stephanie Gill,Paralegal,1398,1319,MT5856,Jones v. Leon,Litigation,CL8621,Kayla Lawson,7/18/2024,171,225549,169,222911,1744,686,98.83,38.51,184,242696,1319,5/14/2024,7,Document Review for Jones v. Leon,Yes,Yes
TK5999,James Terrell,Paralegal,1458,1327,MT7798,Ayala v. Rosario,Patent Filing,CL9034,Green-Evans,4/2/2023,81,107487,77,102179,156,908,95.06,45.51,88,116776,1327,10/9/2024,4,Document Review for Ayala v. Rosario,Yes,No
TK5888,Sydney Stevens,Associate,510,413,MT7761,Cook v. Holloway,Litigation,CL4919,Sanchez PLC,5/28/2023,78,32214,62,25606,1855,244,79.49,21.55,81,33453,413,4/2/2024,2,Court Appearance for Cook v. Holloway,Yes,Yes
TK2292,Michael Joseph,Paralegal,1154,1119,MT5448,Thompson v. Robbins,M&A,CL9913,Brown-Malone,4/17/2024,146,163374,129,144351,468,555,88.36,30.54,165,184635,1119,7/31/2024,4,Document Review for Thompson v. Robbins,Yes,Yes
TK2386,Cathy Miller,Associate,611,471,MT1702,Foster v. White,M&A,CL9646,Jeffrey Sexton,3/5/2025,149,70179,139,65469,443,978,93.29,106.43,150,70650,471,9/25/2024,4,Document Review for Foster v. White,Yes,Yes
TK1683,Cristina White,Of Counsel,820,667,MT5838,Zhang v. Shaw,Litigation,CL9804,Perez-Parker,5/3/2024,140,93380,120,80040,1996,397,85.71,80,144,96048,667,7/22/2024,10,Research Case Law for Zhang v. Shaw,Yes,Yes
TK9677,Ashley Huynh,Law Clerk,1461,1444,MT1545,Mason v. Young,Criminal Case,CL3665,"Warner, Stanley and Davis",7/25/2023,154,222376,154,222376,1032,959,100,34.22,173,249812,1444,1/17/2025,7,Client Meeting for Mason v. Young,No,No
TK4178,Anna Dyer,Associate,431,374,MT6121,Bass v. Welch,Divorce,CL3572,Thompson LLC,9/2/2024,60,22440,42,15708,1286,258,70,22.64,76,28424,374,1/4/2025,1,Draft Motion for Bass v. Welch,Yes,No
TK9014,Katherine Williams,Partner,1209,1167,MT1506,Graham v. Smith,Criminal Case,CL2528,Lewis and Sons,6/5/2023,91,106197,86,100362,1862,468,94.51,41.36,103,120201,1167,11/15/2024,7,Draft Motion for Graham v. Smith,Yes,No
TK4190,Jennifer Stewart,Of Counsel,654,523,MT6949,Shelton v. Gordon,M&A,CL9720,"King, Lynn and Henderson",1/25/2025,32,16736,23,12029,430,472,71.88,31.68,34,17782,523,5/26/2024,9,Client Meeting for Shelton v. Gordon,Yes,Yes
TK4247,Jason Harding,Law Clerk,742,651,MT5076,Rodriguez v. Stokes,Criminal Case,CL1242,Randy Ellis,9/17/2024,89,57939,76,49476,835,369,85.39,43.2,109,70959,651,4/15/2024,4,Client Meeting for Rodriguez v. Stokes,Yes,Yes
TK5199,Jerry Gutierrez,Partner,158,89,MT9384,Caldwell v. Hunt,Patent Filing,CL9063,Sanchez-Pacheco,1/28/2024,21,1869,3,267,685,587,14.29,14,36,3204,89,8/8/2024,4,Document Review for Caldwell v. Hunt,No,No
TK2441,Carla Mendez,Of Counsel,174,45,MT2841,Bernard v. Wilson,Litigation,CL9770,Cohen and Sons,8/7/2024,101,4545,82,3690,46,970,81.19,22.2,112,5040,45,7/12/2024,3,Document Review for Bernard v. Wilson,No,Yes
TK9370,Amanda Chavez,Of Counsel,1496,1481,MT0328,Diaz v. Young,M&A,CL5032,Emily King,8/7/2023,141,208821,131,194011,1769,283,92.91,31.9,156,231036,1481,8/23/2024,7,Client Meeting for Diaz v. Young,Yes,Yes
TK9872,Marissa Martinez,Partner,415,242,MT6904,Robinson v. Hernandez,M&A,CL5501,Stanley Group,11/19/2023,180,43560,172,41624,663,369,95.56,163.64,190,45980,242,4/9/2024,3,Document Review for Robinson v. Hernandez,Yes,Yes
TK9792,Dr. Kristina Snyder,Of Counsel,1223,1167,MT6354,Bailey v. Livingston,Litigation,CL4925,Donovan Group,5/5/2024,129,150543,109,127203,1686,489,84.5,62.32,143,166881,1167,11/15/2024,3,Court Appearance for Bailey v. Livingston,No,Yes
TK0406,Terry Hubbard,Associate,1223,1130,MT6931,Bell v. Mason,Criminal Case,CL7866,Ellis PLC,4/27/2024,125,141250,110,124300,942,232,88,39.68,129,145770,1130,9/17/2024,4,Research Case Law for Bell v. Mason,No,Yes
TK8499,Elizabeth Campbell,Law Clerk,317,121,MT0386,Thompson v. Floyd,M&A,CL9715,Myers-Edwards,9/20/2023,116,14036,110,13310,1902,632,94.83,65.91,125,15125,121,3/31/2024,4,Research Case Law for Thompson v. Floyd,No,No
TK9293,Randall Warren,Associate,1165,1031,MT6863,Melton v. Gray,Patent Filing,CL3765,Silva PLC,11/15/2023,198,204138,198,204138,386,546,100,55.31,212,218572,1031,9/26/2024,3,Draft Motion for Melton v. Gray,Yes,No
TK2381,Lisa Burton,Law Clerk,485,405,MT8964,Cobb v. Gonzalez,M&A,CL2832,Williams-Randall,6/5/2024,131,53055,121,49005,1817,64,92.37,28.79,149,60345,405,6/4/2024,9,Court Appearance for Cobb v. Gonzalez,Yes,No
TK9313,Nicole Smith,Paralegal,1188,1182,MT8337,Malone v. Johnson,Divorce,CL3217,Gonzalez LLC,7/11/2024,113,133566,95,112290,1949,33,84.07,36.1,119,140658,1182,1/24/2025,3,Court Appearance for Malone v. Johnson,No,Yes
TK7456,Lisa Padilla,Paralegal,787,742,MT3529,Dominguez v. Smith,Criminal Case,CL8107,"Cox, Evans and Graves",9/12/2024,50,37100,43,31906,471,388,86,49.5,63,46746,742,8/20/2024,8,Research Case Law for Dominguez v. Smith,No,Yes
TK3263,Michael Miller,Associate,181,180,MT0484,Johnson v. Smith,Criminal Case,CL5682,Greene-Lee,10/6/2024,139,25020,125,22500,1562,277,89.93,84.76,143,25740,180,9/4/2024,8,Draft Motion for Johnson v. Smith,No,No
TK3597,Glenn Weaver,Law Clerk,526,498,MT1615,Cummings v. Hill,Divorce,CL6156,Parks LLC,4/21/2024,95,47310,93,46314,1448,30,97.89,28.27,108,53784,498,12/11/2024,6,Draft Motion for Cummings v. Hill,Yes,Yes
TK3057,Richard Thomas,Law Clerk,668,468,MT5005,Avila v. Simon,Criminal Case,CL1635,Donna Porter,1/6/2024,166,77688,162,75816,943,893,97.59,33.33,178,83304,468,1/28/2025,10,Draft Motion for Avila v. Simon,Yes,Yes
TK6734,Larry Bryant,Associate,1276,1256,MT0886,Johnson v. Martinez,Divorce,CL1885,Mary Morgan,12/31/2024,130,163280,126,158256,844,13,96.92,41.4,141,177096,1256,10/11/2024,10,Client Meeting for Johnson v. Martinez,No,Yes
TK2576,Tracy King,Of Counsel,696,667,MT9248,Huerta v. Snyder,Criminal Case,CL3644,Rose and Sons,9/4/2023,139,92713,123,82041,1856,44,88.49,114.88,152,101384,667,10/29/2024,6,Court Appearance for Huerta v. Snyder,No,No
TK3108,Stephanie Jackson,Paralegal,1102,1072,MT8062,Reyes v. Adams,M&A,CL8289,Nicholas Johnson,7/14/2023,93,99696,89,95408,491,163,95.7,19.1,101,108272,1072,3/9/2025,6,Research Case Law for Reyes v. Adams,No,No
TK9413,Carrie Wood,Paralegal,665,483,MT0431,Moore v. Vega,Criminal Case,CL0217,Daniels-Santos,1/16/2025,85,41055,66,31878,1006,934,77.65,68,91,43953,483,4/4/2024,9,Draft Motion for Moore v. Vega,Yes,No
TK7031,Denise Stevenson,Of Counsel,625,492,MT1791,Woodward v. Marquez,Patent Filing,CL8089,Haney-Cooper,7/2/2024,161,79212,149,73308,1108,835,92.55,59.19,172,84624,492,5/10/2024,2,Draft Motion for Woodward v. Marquez,No,Yes
TK7129,Zachary Whitaker,Of Counsel,1469,1436,MT0353,Alvarado v. Perry,Litigation,CL3625,"Wilson, Edwards and Weaver",2/15/2025,88,126368,73,104828,1808,718,82.95,24.72,108,155088,1436,3/10/2025,1,Client Meeting for Alvarado v. Perry,Yes,No
TK0335,Kyle Cox,Paralegal,260,242,MT6169,Vasquez v. Thomas,Litigation,CL8735,Hunter-Montgomery,3/15/2024,78,18876,77,18634,1547,701,98.72,19.65,86,20812,242,12/6/2024,4,Draft Motion for Vasquez v. Thomas,Yes,No
TK4181,Nathaniel Patterson,Associate,244,81,MT3193,Leonard v. Combs,Divorce,CL1930,Garrett Group,9/19/2024,156,12636,141,11421,272,822,90.38,57.14,172,13932,81,9/30/2024,4,Draft Motion for Leonard v. Combs,No,No
TK5299,Haley Velez,Paralegal,1018,893,MT7294,Martinez v. Phillips,Patent Filing,CL7600,Schwartz-Lowery,4/28/2023,74,66082,58,51794,1571,891,78.38,16.19,94,83942,893,3/23/2024,9,Draft Motion for Martinez v. Phillips,Yes,Yes
TK8896,Darren Flores,Partner,1177,982,MT8168,Chen v. Black,Divorce,CL7221,Edwards PLC,11/25/2023,45,44190,36,35352,875,868,80,9.85,57,55974,982,11/22/2024,2,Draft Motion for Chen v. Black,Yes,No
TK1455,Anthony Harper,Paralegal,363,258,MT1036,Castillo v. Brown,Criminal Case,CL4157,Baker Group,12/18/2024,157,40506,138,35604,869,130,87.9,31.46,164,42312,258,1/13/2025,9,Draft Motion for Castillo v. Brown,Yes,Yes
TK5905,Rebecca Hall,Paralegal,1291,1265,MT9164,Mahoney v. Mitchell,Litigation,CL5612,Price-Russo,4/21/2024,59,74635,52,65780,1485,750,88.14,28.23,70,88550,1265,4/8/2024,10,Document Review for Mahoney v. Mitchell,Yes,No
TK5090,Bryan Davis,Of Counsel,593,573,MT5488,Ochoa v. Kelly,M&A,CL3426,York Ltd,1/23/2025,196,112308,188,107724,623,161,95.92,94.23,198,113454,573,9/28/2024,8,Client Meeting for Ochoa v. Kelly,Yes,Yes
TK6612,Christopher Juarez,Partner,1477,1374,MT2994,Colon v. Hall,Litigation,CL7168,"Koch, Mcintyre and Kim",4/26/2023,142,195108,131,179994,282,87,92.25,88.75,143,196482,1374,4/7/2024,5,Court Appearance for Colon v. Hall,Yes,Yes
TK8371,Ellen Melton,Partner,812,646,MT5748,Brennan v. Davis,Criminal Case,CL5428,"Campbell, Bryant and Clarke",7/16/2023,49,31654,46,29716,48,928,93.88,37.69,57,36822,646,12/28/2024,4,Court Appearance for Brennan v. Davis,No,No
TK4024,Roberto Richardson,Partner,530,510,MT0196,Fuentes v. Campbell,Criminal Case,CL8298,"Galloway, Ritter and Davis",4/13/2023,64,32640,50,25500,142,832,78.12,15.46,76,38760,510,4/10/2024,7,Research Case Law for Fuentes v. Campbell,No,No
TK4844,Rebecca Garcia,Law Clerk,169,-19,MT1718,Johnson v. Morales,Criminal Case,CL2039,Wright-Craig,5/12/2024,60,-1140,44,-836,1196,902,0,21.35,61,-1159,-19,10/31/2024,2,Client Meeting for Johnson v. Morales,Yes,Yes
TK9150,Cynthia Lowery,Of Counsel,1368,1281,MT1906,Miller v. Perkins,Patent Filing,CL4513,Mitchell-Kelly,1/12/2024,29,37149,23,29463,378,975,79.31,10.18,45,57645,1281,6/14/2024,3,Research Case Law for Miller v. Perkins,Yes,Yes
TK3823,Timothy Smith,Partner,1027,924,MT0929,Bass v. Scott,Divorce,CL3536,"Golden, Wood and Thomas",4/19/2023,36,33264,20,18480,732,475,55.56,13.04,47,43428,924,12/15/2024,2,Draft Motion for Bass v. Scott,Yes,No
TK1899,Carol Murphy,Law Clerk,695,632,MT3220,Foster v. Powers,Patent Filing,CL5890,Kristina Cortez,6/3/2023,94,59408,89,56248,1215,342,94.68,28.83,109,68888,632,10/27/2024,7,Court Appearance for Foster v. Powers,No,No
TK4049,Heather Robinson,Of Counsel,789,620,MT4330,Scott v. Johnson,Patent Filing,CL3351,West-Pham,12/27/2024,175,108500,166,102920,1563,557,94.86,143.44,193,119660,620,3/15/2025,2,Research Case Law for Scott v. Johnson,Yes,No
TK0310,Steven Butler,Of Counsel,1374,1214,MT0763,Harper v. Sanchez,Divorce,CL8870,"Reyes, Boyd and Smith",2/14/2024,133,161462,127,154178,81,263,95.49,35,143,173602,1214,2/1/2025,2,Client Meeting for Harper v. Sanchez,No,Yes
TK1712,Cameron Hancock,Associate,221,158,MT4363,Torres v. Whitehead,Divorce,CL8584,"Davis, Jackson and Sanchez",6/22/2023,165,26070,165,26070,1459,367,100,45.45,165,26070,158,11/4/2024,7,Draft Motion for Torres v. Whitehead,No,No
TK8075,Pamela Booker,Law Clerk,456,357,MT5813,Williams v. Wright,M&A,CL9820,Murphy PLC,3/31/2023,167,59619,148,52836,1826,499,88.62,162.14,169,60333,357,2/6/2025,2,Draft Motion for Williams v. Wright,No,Yes
TK5902,Jonathan Harris,Associate,551,401,MT0083,Smith v. Boyer,Litigation,CL3257,Fields-Hughes,2/14/2025,98,39298,98,39298,1245,177,100,20,110,44110,401,1/14/2025,4,Court Appearance for Smith v. Boyer,Yes,Yes
TK0813,Gerald Clay,Partner,976,963,MT7716,Hernandez v. Fisher,Criminal Case,CL6469,Tyler Cobb,1/5/2024,72,69336,53,51039,432,763,73.61,26.28,87,83781,963,10/22/2024,10,Draft Motion for Hernandez v. Fisher,Yes,No
TK4980,Robert Perez,Law Clerk,560,476,MT1824,Dorsey v. Lutz,Patent Filing,CL5092,Gallegos and Sons,9/1/2023,180,85680,166,79016,171,950,92.22,38.63,182,86632,476,11/24/2024,9,Draft Motion for Dorsey v. Lutz,No,No
TK5449,Jenna Bryant,Associate,460,299,MT2826,Carpenter v. Duncan,Divorce,CL2901,Ryan Bean,5/29/2024,59,17641,55,16445,903,25,93.22,28.23,73,21827,299,5/29/2024,8,Research Case Law for Carpenter v. Duncan,No,No
TK1714,Christina Zamora,Partner,256,125,MT7955,Underwood v. Jackson,Patent Filing,CL3374,Gray LLC,5/1/2023,49,6125,34,4250,144,554,69.39,9.94,69,8625,125,4/7/2024,5,Client Meeting for Underwood v. Jackson,Yes,No
TK4600,Cynthia Rasmussen,Of Counsel,755,659,MT1089,Baldwin v. Vargas,Divorce,CL3774,Durham-Brandt,8/4/2023,37,24383,18,11862,1986,717,48.65,16.37,52,34268,659,1/21/2025,2,Research Case Law for Baldwin v. Vargas,No,No
TK8250,Edwin Young,Partner,1252,1064,MT6076,Robertson v. Andrews,Divorce,CL5490,"Anderson, Baker and Jackson",7/18/2024,26,27664,12,12768,1974,805,46.15,8.55,27,28728,1064,12/7/2024,5,Draft Motion for Robertson v. Andrews,Yes,No
TK6648,Kenneth Olson,Law Clerk,1103,1049,MT9747,Montgomery v. Morris,Litigation,CL3575,Lucas and Sons,2/28/2025,102,106998,89,93361,1177,848,87.25,51.26,103,108047,1049,7/28/2024,2,Court Appearance for Montgomery v. Morris,No,No
TK8932,Matthew Bolton,Associate,965,768,MT4712,Scott v. Russo,Patent Filing,CL5321,Brian Riggs,8/21/2023,197,151296,187,143616,163,904,94.92,42.09,204,156672,768,3/11/2025,6,Document Review for Scott v. Russo,Yes,Yes
TK2713,Claire Le,Of Counsel,668,624,MT2753,Williams v. Preston,Criminal Case,CL4350,Howard-Willis,8/19/2023,30,18720,24,14976,1021,989,80,23.26,50,31200,624,7/30/2024,5,Document Review for Williams v. Preston,Yes,Yes
TK4101,Charles Gray,Partner,980,974,MT3226,Pearson v. Jordan,Divorce,CL7857,"Spencer, Sloan and Skinner",5/30/2024,83,80842,75,73050,1821,142,90.36,39.9,94,91556,974,7/4/2024,3,Court Appearance for Pearson v. Jordan,Yes,No
TK8653,Tammie Mann,Associate,261,169,MT3476,Adkins v. Ortega,Litigation,CL2680,Jennifer Hines,12/8/2024,134,22646,120,20280,10,946,89.55,108.06,140,23660,169,8/27/2024,2,Draft Motion for Adkins v. Ortega,No,Yes
TK7880,Jennifer English,Partner,316,219,MT3439,Mathis v. Zimmerman,Litigation,CL4233,Summers Ltd,11/30/2023,135,29565,127,27813,287,16,94.07,62.21,143,31317,219,7/19/2024,6,Document Review for Mathis v. Zimmerman,No,Yes
TK2058,Maria Grant,Associate,926,887,MT8073,Carpenter v. Zimmerman,Divorce,CL1423,Hernandez Inc,6/29/2023,37,32819,21,18627,1136,307,56.76,15.95,49,43463,887,2/2/2025,3,Court Appearance for Carpenter v. Zimmerman,Yes,No
TK1185,Scott Smith,Of Counsel,1203,1197,MT9668,Hendricks v. Sosa,Divorce,CL7158,Matthew Colon,4/3/2024,117,140049,104,124488,161,475,88.89,35.78,117,140049,1197,10/20/2024,3,Research Case Law for Hendricks v. Sosa,No,Yes
TK7666,Elizabeth Vazquez,Associate,499,480,MT5064,Davis v. Long,Litigation,CL4250,Young-Adams,1/8/2025,63,30240,49,23520,947,138,77.78,35.39,80,38400,480,5/4/2024,4,Research Case Law for Davis v. Long,No,Yes
TK1001,Philip Williamson,Of Counsel,1405,1221,MT7352,Mcgee v. Byrd,Litigation,CL2976,Gallegos Inc,11/3/2023,59,72039,41,50061,1408,432,69.49,13.44,64,78144,1221,10/16/2024,7,Document Review for Mcgee v. Byrd,No,Yes
TK2579,Jerry Collins,Associate,404,275,MT1970,Davis v. Walker,Patent Filing,CL2618,Donald Taylor,10/5/2023,79,21725,64,17600,1007,107,81.01,23.24,85,23375,275,8/23/2024,9,Client Meeting for Davis v. Walker,No,No
TK0663,Michael Brown,Partner,1315,1263,MT1500,Adams v. Mclaughlin,M&A,CL9051,"Juarez, Zimmerman and Foster",2/3/2025,132,166716,120,151560,1599,755,90.91,38.26,151,190713,1263,7/22/2024,3,Document Review for Adams v. Mclaughlin,Yes,No
TK8786,Michael Hernandez,Law Clerk,202,140,MT9285,Coleman v. Carter,Divorce,CL3680,Thompson Group,9/8/2024,58,8120,41,5740,1557,928,70.69,12.45,72,10080,140,4/11/2024,1,Draft Motion for Coleman v. Carter,Yes,Yes
TK2737,Thomas Perez,Of Counsel,809,728,MT4290,Juarez v. Harvey,Criminal Case,CL0561,"George, Wright and Daniels",9/11/2023,157,114296,138,100464,1413,670,87.9,33.05,167,121576,728,3/1/2025,8,Court Appearance for Juarez v. Harvey,Yes,No
TK6388,Steven Rangel,Law Clerk,427,265,MT7557,Perry v. Parker,M&A,CL5425,Knight-Collins,3/15/2024,43,11395,30,7950,919,846,69.77,40.19,52,13780,265,10/6/2024,9,Document Review for Perry v. Parker,No,No
TK4697,James Price,Partner,526,501,MT8018,Miller v. Webster,Patent Filing,CL6649,Murillo-Schroeder,2/8/2024,141,70641,138,69138,1267,176,97.87,82.46,150,75150,501,2/18/2025,5,Research Case Law for Miller v. Webster,No,No
TK9025,James Lewis,Of Counsel,399,225,MT5987,Rogers v. Ramirez,Litigation,CL3342,Hanson and Sons,10/3/2024,135,30375,128,28800,1877,678,94.81,36.39,145,32625,225,9/28/2024,4,Client Meeting for Rogers v. Ramirez,No,No
TK2933,Dennis Perez,Partner,1473,1372,MT3034,Hamilton v. Cobb,M&A,CL5219,"Hall, Osborne and Gilbert",11/22/2023,114,156408,106,145432,288,274,92.98,32.39,124,170128,1372,9/1/2024,10,Research Case Law for Hamilton v. Cobb,No,No
TK3379,Richard Moore,Law Clerk,1362,1335,MT8966,Krueger v. Jacobson,Criminal Case,CL7670,"Jimenez, Whitaker and Santos",1/22/2024,156,208260,145,193575,40,357,92.95,58.65,160,213600,1335,1/2/2025,8,Research Case Law for Krueger v. Jacobson,Yes,Yes
TK1775,Matthew Weaver,Law Clerk,873,862,MT0291,Miranda v. Adams,Litigation,CL0218,Chad Gonzales,9/25/2023,37,31894,20,17240,1930,683,54.05,11.86,45,38790,862,3/4/2025,9,Draft Motion for Miranda v. Adams,Yes,No
TK2663,Joseph Jones,Of Counsel,670,664,MT6022,Schultz v. Thomas,Divorce,CL0198,Cox-Mendez,12/20/2024,26,17264,9,5976,1063,859,34.62,6.07,31,20584,664,12/18/2024,3,Court Appearance for Schultz v. Thomas,No,Yes
TK0931,Katrina Spencer,Paralegal,578,549,MT5483,Scott v. Walters,M&A,CL6079,Christopher Jackson,7/11/2023,81,44469,72,39528,1421,102,88.89,36.49,97,53253,549,11/11/2024,10,Draft Motion for Scott v. Walters,Yes,Yes
TK8918,Denise Wood,Partner,477,334,MT6782,Jordan v. Lewis,Patent Filing,CL7876,Robinson and Sons,6/3/2024,106,35404,105,35070,1073,884,99.06,85.48,120,40080,334,12/28/2024,9,Document Review for Jordan v. Lewis,Yes,Yes
TK5363,Ashley Alvarez,Paralegal,1191,1109,MT4590,Vaughan v. Williams,Patent Filing,CL0753,Roberts and Sons,9/23/2023,41,45469,22,24398,1595,541,53.66,17.45,46,51014,1109,3/17/2025,8,Research Case Law for Vaughan v. Williams,Yes,No
TK4393,Whitney Welch,Law Clerk,718,695,MT9960,Evans v. Brown,Patent Filing,CL4036,Samantha Gardner,4/1/2023,116,80620,99,68805,573,356,85.34,25.95,123,85485,695,3/27/2024,4,Document Review for Evans v. Brown,No,No
TK6054,Matthew Chaney,Of Counsel,1102,1059,MT9857,Horton v. Foster,Litigation,CL6220,Hill Ltd,6/2/2024,136,144024,123,130257,545,221,90.44,38.75,143,151437,1059,8/5/2024,8,Client Meeting for Horton v. Foster,Yes,Yes
TK0395,Corey Reyes,Law Clerk,1268,1256,MT6203,Ross v. Atkins,Litigation,CL8547,Dr. Sara Rich PhD,3/7/2024,189,237384,189,237384,693,191,100,48.71,200,251200,1256,10/9/2024,3,Client Meeting for Ross v. Atkins,Yes,No
TK3647,Terri Ramirez,Partner,565,367,MT7979,Walter v. Powers,Divorce,CL4608,Jones-Fitzgerald,3/3/2024,160,58720,153,56151,615,178,95.62,39.31,175,64225,367,9/19/2024,1,Client Meeting for Walter v. Powers,No,Yes
TK9330,Vanessa Dyer,Law Clerk,353,220,MT2228,Ross v. White,Litigation,CL5792,"Williams, Cooper and Daniels",8/13/2023,174,38280,164,36080,1555,522,94.25,122.54,178,39160,220,8/2/2024,5,Document Review for Ross v. White,No,No
TK4067,Erica Stanley,Partner,466,356,MT7110,Holloway v. Shepherd,M&A,CL5764,Chapman-Macias,10/17/2024,101,35956,89,31684,1214,114,88.12,24.51,113,40228,356,12/7/2024,9,Document Review for Holloway v. Shepherd,Yes,No
TK8559,Mary Brown,Paralegal,757,597,MT8258,Baldwin v. Sutton,M&A,CL4948,Proctor-Lewis,10/23/2024,138,82386,132,78804,638,717,95.65,55.42,152,90744,597,5/18/2024,4,Document Review for Baldwin v. Sutton,Yes,No
TK8980,Catherine Hall,Associate,374,362,MT6963,Adams v. Nguyen,Patent Filing,CL8370,"Spears, Cardenas and Ramsey",4/27/2023,105,38010,94,34028,408,501,89.52,102.94,107,38734,362,3/23/2024,9,Document Review for Adams v. Nguyen,No,Yes
TK8329,Larry Gutierrez,Of Counsel,1451,1407,MT6207,Landry v. Young,Patent Filing,CL2222,Ryan PLC,4/1/2024,70,98490,67,94269,900,36,95.71,24.05,72,101304,1407,1/30/2025,8,Client Meeting for Landry v. Young,No,Yes
TK5526,Rose Heath,Associate,1401,1214,MT2191,Anderson v. Mann,M&A,CL2345,Kathryn Lee,5/19/2024,62,75268,54,65556,1094,993,87.1,16.94,81,98334,1214,4/21/2024,10,Research Case Law for Anderson v. Mann,No,No
TK0473,Rebecca Willis,Of Counsel,201,65,MT8497,Moore v. Santos,Patent Filing,CL5835,Sims-Phillips,9/2/2024,180,11700,167,10855,268,546,92.78,39.56,181,11765,65,11/5/2024,4,Draft Motion for Moore v. Santos,No,No
TK8768,Martin Lozano,Associate,656,524,MT3420,Brooks v. Johnson,M&A,CL2103,Montes-Burgess,3/29/2023,66,34584,60,31440,1578,949,90.91,27.73,83,43492,524,10/1/2024,10,Document Review for Brooks v. Johnson,Yes,Yes
TK1808,Mark Thompson,Of Counsel,1046,1008,MT2077,Flynn v. Jennings,Criminal Case,CL2739,Mathews-Franklin,2/7/2024,71,71568,71,71568,837,651,100,14.4,83,83664,1008,12/16/2024,4,Client Meeting for Flynn v. Jennings,No,Yes
TK8792,Willie Martin,Paralegal,322,203,MT7712,Garcia v. Scott,Criminal Case,CL8811,Malik Adams,3/21/2023,183,37149,181,36743,929,863,98.91,54.79,194,39382,203,2/5/2025,5,Client Meeting for Garcia v. Scott,Yes,No
TK5146,Douglas Williams,Of Counsel,1222,1135,MT5706,Jones v. Clark,Patent Filing,CL3431,Olsen-Macdonald,9/26/2023,71,80585,70,79450,1090,148,98.59,19.24,76,86260,1135,7/31/2024,9,Document Review for Jones v. Clark,No,No
TK1894,Stephanie Green,Of Counsel,1465,1384,MT0606,Stone v. Browning,Patent Filing,CL9080,Randy Bell,9/23/2024,124,171616,106,146704,93,185,85.48,33.33,131,181304,1384,3/23/2024,1,Client Meeting for Stone v. Browning,No,Yes
TK4430,Daniel Cox,Partner,687,667,MT8818,Lynch v. Lopez,Patent Filing,CL5127,Kenneth Morse,7/10/2024,160,106720,150,100050,905,782,93.75,41.24,163,108721,667,7/11/2024,9,Research Case Law for Lynch v. Lopez,No,Yes
TK9703,Marie Rodriguez,Law Clerk,509,481,MT6358,Montgomery v. Macias,Litigation,CL6539,Martinez-Good,1/22/2025,43,20683,28,13468,85,832,65.12,21.5,53,25493,481,10/8/2024,7,Draft Motion for Montgomery v. Macias,Yes,Yes
TK6032,Jacqueline Nelson,Paralegal,372,344,MT6028,Hayes v. Lee,Divorce,CL2289,Herrera Ltd,8/18/2024,138,47472,125,43000,1014,491,90.58,46,138,47472,344,5/27/2024,10,Court Appearance for Hayes v. Lee,No,Yes
TK0909,Jeffrey Juarez,Paralegal,483,467,MT4051,Jones v. Flynn,Patent Filing,CL1175,Hill LLC,1/19/2025,190,88730,171,79857,632,268,90,71.97,208,97136,467,4/29/2024,10,Client Meeting for Jones v. Flynn,No,Yes
